,name,year,selling_price,km_driven,fuel,mileage(km/ltr/kg),engine,max_power,seats
2421,Maruti Alto LXi,2006,85000,150000,Petrol,19.7,796.0,46.3,5.0
2422,Maruti Alto K10,2019,399000,10000,Petrol,23.95,998.0,67.05,5.0
2423,Hyundai Verna 1.6,2014,580000,56000,Diesel,22.32,1582.0,126.3,5.0
2424,Datsun RediGO T,2017,290000,30000,Petrol,22.7,799.0,53.64,5.0
2425,Hyundai Grand i10,2014,380000,50000,Petrol,18.9,1197.0,82.0,5.0
2426,Ford Figo Diesel,2010,200000,120000,Diesel,20.0,1399.0,68.0,5.0
2427,Maruti Wagon R,2018,390000,40000,CNG,26.6,998.0,58.16,5.0
2428,Hyundai Grand i10,2017,500000,27500,Petrol,18.9,1197.0,81.86,5.0
2429,Maruti Ertiga VDI,2012,520000,73000,Diesel,20.77,1248.0,88.76,7.0
2430,Maruti Swift Dzire,2017,650000,75000,Diesel,26.59,1248.0,74.0,5.0
2431,Renault KWID Climber,2018,380000,5000,Petrol,23.01,999.0,67.0,5.0
2432,Maruti Wagon R,2010,275000,50000,LPG,26.2,998.0,58.2,5.0
2433,Maruti Swift Dzire,2015,520000,70000,Diesel,26.59,1248.0,74.0,5.0
2434,Maruti Swift Dzire,2015,610000,60000,Diesel,26.59,1248.0,74.0,5.0
2435,Maruti Wagon R,2004,85000,110000,Petrol,18.9,998.0,67.1,5.0
2436,Renault Duster 85PS,2013,490000,95000,Diesel,20.46,1461.0,83.8,5.0
2437,Hyundai EON Era,2015,229999,34000,Petrol,21.1,814.0,55.2,5.0
2438,Hyundai Grand i10,2015,411000,25000,Petrol,18.9,1197.0,82.0,5.0
2439,Maruti Eeco CNG,2019,362000,120000,CNG,21.94,1196.0,61.7,5.0
2440,Toyota Etios Cross,2014,550000,31000,Diesel,23.59,1364.0,67.06,5.0
2441,Maruti Wagon R,2018,459999,70000,CNG,26.6,998.0,58.16,5.0
2442,Maruti Ritz VXi,2011,190000,47000,Petrol,18.5,1197.0,85.8,5.0
2443,Hyundai Santro Magna,2019,499000,5000,Petrol,20.3,1086.0,68.0,5.0
2444,Maruti Eeco 7,2018,358000,44000,Petrol,15.37,1196.0,73.0,7.0
2445,Toyota Etios Diesel,2012,278000,120000,Diesel,23.59,1364.0,67.1,5.0
2446,Fiat Grande Punto,2014,320000,39395,Diesel,21.2,1248.0,75.0,5.0
2447,Renault Fluence 1.5,2013,580000,67000,Diesel,20.4,1461.0,108.5,5.0
2448,Honda City VX,2019,1300000,20000,Petrol,17.4,1497.0,117.6,5.0
2449,Honda Amaze VX,2018,825000,40000,Diesel,25.8,1498.0,98.6,5.0
2450,Toyota Corolla AE,2004,170000,120000,Petrol,13.4,1794.0,125.0,5.0
2451,Toyota Fortuner 4x4,2014,1700000,80000,Diesel,12.55,2982.0,168.5,7.0
2452,Hyundai Santro Sportz,2018,490000,7000,Petrol,20.3,1086.0,68.0,5.0
2453,Mahindra XUV500 W4,2018,1050000,15000,Diesel,16.0,2179.0,140.0,7.0
2454,Chevrolet Beat LT,2016,210000,50000,Petrol,18.6,1199.0,76.8,5.0
2455,Mahindra Scorpio Intelli,2016,1250000,30000,Diesel,15.4,2179.0,120.0,7.0
2456,Maruti Swift VDI,2012,320000,120000,Diesel,22.9,1248.0,74.0,5.0
2457,Chevrolet Optra Magnum,2012,400000,64000,Diesel,16.52,1991.0,123.7,5.0
2458,Maruti Ritz VDi,2013,320000,120000,Diesel,23.2,1248.0,73.94,5.0
2459,Toyota Corolla Altis,2012,600000,85000,Diesel,21.43,1364.0,87.2,5.0
2460,Maruti Alto K10,2012,275000,50000,Petrol,20.92,998.0,67.1,5.0
2461,Maruti Alto LXi,2009,170000,59000,Petrol,19.7,796.0,46.3,5.0
2462,Chevrolet Beat Diesel,2012,155000,98000,Diesel,25.44,936.0,57.6,5.0
2463,Renault Duster 85PS,2015,620000,140000,Diesel,20.45,1461.0,83.8,5.0
2464,Hyundai Grand i10,2017,530000,50000,Petrol,18.9,1197.0,81.86,5.0
2465,Toyota Etios Liva,2015,550000,40000,Diesel,23.59,1364.0,67.04,5.0
2466,Honda City i,2014,600000,90000,Diesel,26.0,1498.0,98.6,5.0
2467,Mahindra XUV500 W4,2014,649000,117000,Diesel,15.1,2179.0,140.0,7.0
2468,Honda City i,2014,625000,90000,Diesel,26.0,1498.0,98.6,5.0
2469,Chevrolet Spark 1.0,2010,125000,70000,Petrol,16.0,995.0,63.0,5.0
2470,Chevrolet Tavera Neo,2009,305000,230000,Diesel,13.58,2499.0,72.4,9.0
2471,Maruti SX4 ZXI,2010,285000,155000,Petrol,15.5,1586.0,103.3,5.0
2472,Tata Xenon XT,2015,600000,60000,Diesel,13.49,2179.0,138.03,5.0
2473,Mahindra KUV 100,2016,426000,110000,Petrol,18.15,1198.0,82.0,6.0
2474,Tata Indica Vista,2010,180000,120000,Diesel,17.0,1405.0,71.0,5.0
2475,Hyundai Verna 1.6,2011,400000,100000,Diesel,22.32,1582.0,126.32,5.0
2476,Chevrolet Beat LS,2010,120000,40000,Petrol,18.6,1199.0,79.4,5.0
2477,Tata Manza Aura,2012,300000,110000,Diesel,21.12,1248.0,88.8,5.0
2478,Maruti Alto K10,2011,190000,92500,Petrol,20.92,998.0,67.1,5.0
2479,Maruti Alto 800,2017,310000,20000,Petrol,24.7,796.0,47.3,5.0
2480,Renault KWID RXL,2019,380000,15000,Petrol,25.17,799.0,53.3,5.0
2481,Mahindra Bolero Power,2019,740000,14000,Diesel,16.5,1493.0,70.0,7.0
2482,Datsun RediGO T,2016,260000,35000,Petrol,22.7,799.0,53.64,5.0
2483,Maruti Alto K10,2017,320000,32000,Petrol,23.95,998.0,67.05,5.0
2484,Maruti Wagon R,2013,211000,90000,CNG,26.6,998.0,58.16,5.0
2485,Maruti Swift Dzire,2018,650000,35000,Petrol,22.0,1197.0,81.8,5.0
2486,Maruti Swift Dzire,2017,651000,32500,Diesel,28.4,1248.0,74.02,5.0
2487,Maruti Alto K10,2019,380000,14000,Petrol,23.95,998.0,67.05,5.0
2488,Chevrolet Beat Diesel,2014,160000,70000,Diesel,25.44,936.0,56.3,5.0
2489,Hyundai Verna VTVT,2019,1270000,20000,Petrol,17.0,1591.0,121.3,5.0
2490,Maruti Wagon R,2011,300000,300000,LPG,26.2,998.0,58.2,5.0
2491,Maruti Swift VDI,2015,405000,100000,Diesel,25.2,1248.0,74.0,5.0
2492,Mahindra XUV500 W8,2015,850000,64800,Diesel,15.1,2179.0,140.0,7.0
2493,Mahindra Bolero Power,2017,680000,90000,Diesel,16.5,1493.0,70.0,7.0
2494,Hyundai Xcent 1.2,2014,426999,80000,Petrol,19.1,1197.0,82.0,5.0
2495,Hyundai Verna 1.4,2015,525000,248000,Diesel,24.8,1396.0,88.7,5.0
2496,Toyota Innova 2.5,2014,1019999,60000,Diesel,12.99,2494.0,100.6,7.0
2497,Toyota Innova 2.5,2005,245000,120000,Diesel,12.8,2494.0,102.0,8.0
2498,Hyundai Elantra CRDi,2015,869999,120000,Diesel,22.7,1582.0,126.2,5.0
2499,Maruti Wagon R,2010,160000,66444,LPG,26.2,998.0,58.2,5.0
2500,Maruti Vitara Brezza,2016,700000,86000,Diesel,24.3,1248.0,88.5,5.0
2501,Nissan Sunny Diesel,2012,300000,90000,Diesel,21.64,1461.0,84.8,5.0
2502,Honda Civic 1.8,2007,175000,218463,Petrol,12.9,1799.0,130.0,5.0
2503,Toyota Innova 2.5,2012,960000,153000,Diesel,12.8,2494.0,102.0,8.0
2504,Mahindra Thar CRDe,2014,525000,70000,Diesel,16.55,2498.0,105.0,6.0
2505,Hyundai Grand i10,2015,345000,60000,Diesel,24.0,1120.0,70.0,5.0
2506,Honda Amaze S,2015,390000,50000,Petrol,18.0,1198.0,86.7,5.0
2507,Datsun GO T,2015,275000,20000,Petrol,20.63,1198.0,67.0,5.0
2508,Chevrolet Sail 1.2,2014,310000,35000,Petrol,18.2,1199.0,82.4,5.0
2509,Hyundai Grand i10,2017,500000,20000,Petrol,18.9,1197.0,81.86,5.0
2510,Chevrolet Sail Hatchback,2013,200000,70000,Diesel,22.1,1248.0,76.9,5.0
2511,Volkswagen Polo 2015-2019,2018,650000,53000,Diesel,20.14,1498.0,88.0,5.0
2512,Honda City i-DTEC,2018,1031000,60000,Diesel,25.6,1498.0,97.9,5.0
2513,Hyundai EON 1.0,2018,330000,70000,Petrol,20.3,998.0,68.05,5.0
2514,Hyundai Santro Era,2019,399000,4000,Petrol,20.3,1086.0,68.0,5.0
2515,Hyundai i10 Magna,2012,250000,103000,Petrol,20.36,1197.0,78.9,5.0
2516,Hyundai Grand i10,2017,600000,20000,Diesel,24.0,1186.0,73.97,5.0
2517,Maruti Swift VDI,2013,375000,77000,Diesel,22.9,1248.0,74.0,5.0
2518,Volkswagen Vento Diesel,2012,375000,90000,Diesel,20.54,1598.0,103.6,5.0
2519,Hyundai Verna 1.6,2013,445000,87185,Diesel,22.32,1582.0,126.3,5.0
2520,Maruti Wagon R,2003,55000,167000,Petrol,18.9,998.0,67.1,5.0
2521,Hyundai i20 2015-2017,2016,611000,77000,Diesel,22.54,1396.0,88.73,5.0
2522,Hyundai Verna 1.4,2014,459999,110000,Diesel,24.8,1396.0,88.7,5.0
2523,Ford Fiesta EXi,2011,275000,120000,Diesel,17.8,1399.0,68.0,5.0
2524,Hyundai Santro Xing,2011,185000,170000,CNG,11.88,1086.0,62.1,5.0
2525,Hyundai Verna 1.6,2012,390000,100000,Diesel,22.32,1582.0,126.32,5.0
2526,Chevrolet Spark 1.0,2007,72000,40000,Petrol,18.0,995.0,62.0,5.0
2527,Tata Indica V2,2007,90000,50000,Diesel,17.88,1396.0,52.8,5.0
2528,Toyota Etios GD,2015,500000,125000,Diesel,23.59,1364.0,67.05,5.0
2529,Maruti Wagon R,2011,200000,137000,CNG,26.2,998.0,58.2,5.0
2530,Mahindra XUV500 W9,2019,1575000,18000,Diesel,15.1,2179.0,152.87,7.0
2531,Hyundai Grand i10,2015,511000,30000,Petrol,18.9,1197.0,82.0,5.0
2532,Fiat Grande Punto,2009,150000,55000,Petrol,14.6,1368.0,88.7,5.0
2533,Toyota Innova Crysta,2020,1500000,40000,Petrol,10.75,2694.0,163.7,8.0
2534,Maruti Alto 800,2013,185000,80000,Petrol,22.74,796.0,47.3,5.0
2535,Maruti Baleno Delta,2018,550000,30000,Petrol,21.4,1197.0,83.1,5.0
2536,Maruti Alto K10,2017,325000,3564,Petrol,23.95,998.0,67.05,5.0
2537,Maruti Swift Dzire,2015,525000,80000,Diesel,26.59,1248.0,74.0,5.0
2538,Force One SX,2018,1050000,13000,Diesel,17.0,2200.0,139.01,7.0
2539,Tata Indigo CS,2012,300000,120000,Diesel,25.0,1396.0,69.0,5.0
2540,Chevrolet Beat LT,2011,120000,90000,Petrol,18.6,1199.0,79.4,5.0
2541,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,13.6,1999.0,177.0,5.0
2542,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
2543,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
2544,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
2545,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
2546,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
2547,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
2548,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
2549,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
2550,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
2551,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
2552,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
2553,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
2554,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
2555,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
2556,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
2557,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
2558,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
2559,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
2560,Hyundai Santro Xing,2011,170000,50000,Petrol,17.92,1086.0,62.1,5.0
2561,Tata Indigo CS,2010,320000,42000,Diesel,23.03,1396.0,69.0,5.0
2562,Maruti Celerio ZXI,2016,350000,17000,Petrol,23.1,998.0,67.04,5.0
2563,Maruti Swift AMT,2018,500000,40000,Petrol,22.0,1197.0,81.8,5.0
2564,Tata Indigo LS,2009,135000,137000,Diesel,17.0,1405.0,70.0,5.0
2565,Renault KWID RXL,2018,340000,20000,Petrol,25.17,799.0,53.3,5.0
2566,Hyundai Grand i10,2020,330000,70000,Petrol,18.9,1197.0,81.86,5.0
2567,Maruti SX4 Vxi,2011,350000,48756,Petrol,15.5,1586.0,103.3,5.0
2568,Toyota Fortuner 4x2,2015,1850000,30000,Diesel,12.55,2982.0,168.5,7.0
2569,Hyundai Xcent 1.1,2016,400000,110000,Diesel,24.4,1120.0,71.0,5.0
2570,Ford Fiesta Classic,2014,325000,80322,Diesel,17.8,1399.0,67.0,5.0
2571,Mahindra Scorpio 1.99,2015,1000000,35000,Diesel,15.4,1997.0,120.0,7.0
2572,Mahindra Scorpio S2,2017,850000,110000,Diesel,15.4,2523.0,75.0,7.0
2573,Maruti SX4 ZDI,2012,350000,70000,Diesel,21.5,1248.0,88.8,5.0
2574,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,13.6,1999.0,177.0,5.0
2575,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
2576,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
2577,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
2578,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
2579,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
2580,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
2581,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
2582,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
2583,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
2584,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
2585,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
2586,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
2587,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
2588,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
2589,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
2590,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
2591,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
2592,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
2593,Honda Mobilio RS,2015,550000,120000,Diesel,24.5,1498.0,98.6,7.0
2594,Tata Safari Storme,2015,925000,60000,Diesel,14.0,2179.0,138.1,7.0
2595,Mahindra Scorpio VLX,2010,509999,97000,Diesel,11.79,2179.0,120.0,8.0
2596,Mahindra Xylo D2,2011,250000,100000,Diesel,13.0,2489.0,95.0,8.0
2597,Hyundai i20 Active,2015,500000,36000,Petrol,17.19,1197.0,81.86,5.0
2598,Hyundai Creta 1.4,2019,1050000,27000,Diesel,21.38,1396.0,88.7,5.0
2599,Maruti Swift Dzire,2014,490000,50000,Diesel,23.4,1248.0,74.0,5.0
2600,Maruti Eeco 5,2020,415000,15000,Petrol,15.37,1196.0,73.0,5.0
2601,Maruti Alto 800,2013,190000,60000,Petrol,22.74,796.0,47.3,5.0
2602,Maruti Swift Dzire,2018,680000,120000,Diesel,28.4,1248.0,74.02,5.0
2603,Maruti Alto 800,2013,190000,60000,Petrol,22.74,796.0,47.3,5.0
2604,Mahindra Scorpio 2009-2014,2013,479000,173000,Diesel,12.05,2179.0,120.0,7.0
2605,Maruti Alto 800,2016,270000,60000,Petrol,22.74,796.0,47.3,5.0
2606,Hyundai i10 Era,2008,170000,70000,Petrol,19.81,1086.0,68.05,5.0
2607,Maruti Ciaz 1.4,2018,764000,25000,Petrol,20.73,1373.0,91.1,5.0
2608,Mahindra Bolero 2011-2019,2019,710000,30000,Diesel,15.96,2523.0,62.1,7.0
2609,Maruti Alto 800,2017,310000,35000,Petrol,24.7,796.0,47.3,5.0
2610,Mahindra Bolero Power,2017,620000,100000,Diesel,16.5,1493.0,70.0,7.0
2611,Hyundai EON Sportz,2017,280000,31000,Petrol,21.1,814.0,55.2,5.0
2612,Toyota Fortuner 4x2,2015,1500000,80000,Diesel,12.55,2982.0,168.5,7.0
2613,Hyundai Grand i10,2016,450000,40000,Petrol,18.9,1197.0,82.0,5.0
2614,Mercedes-Benz GLA Class,2017,2199000,10000,Diesel,17.9,2143.0,136.0,5.0
2615,Mercedes-Benz M-Class ML,2013,3600000,50000,Diesel,11.74,2987.0,254.8,5.0
2616,Ford Fiesta Classic,2008,285000,60000,Petrol,15.3,1596.0,99.6,5.0
2617,Toyota Innova 2.5,2007,465000,210000,Diesel,12.8,2494.0,102.0,8.0
2618,BMW 3 Series,2009,1100000,60000,Diesel,16.07,1995.0,181.0,5.0
2619,Volkswagen Vento Diesel,2011,350000,110000,Diesel,20.54,1598.0,103.6,5.0
2620,Maruti Ertiga BSIV,2017,600000,35000,Petrol,17.5,1373.0,91.1,7.0
2621,Maruti Baleno Delta,2017,570000,35000,Petrol,21.4,1197.0,83.1,5.0
2622,Maruti Alto K10,2016,325000,20000,Petrol,23.95,998.0,67.05,5.0
2623,Mahindra XUV500 AT,2016,975000,54000,Diesel,16.0,1997.0,140.0,7.0
2624,Hyundai i20 2015-2017,2015,480000,60000,Petrol,18.6,1197.0,81.83,5.0
2625,Maruti Alto 800,2014,185000,10300,Petrol,22.74,796.0,47.3,5.0
2626,Hyundai Creta 1.6,2015,1050000,50000,Diesel,17.01,1582.0,126.2,5.0
2627,Maruti Baleno Alpha,2019,760000,3000,Petrol,21.01,1197.0,81.8,5.0
2628,Volkswagen Polo 2015-2019,2019,570000,5000,Petrol,18.78,999.0,75.0,5.0
2629,Maruti Baleno Alpha,2018,700000,13000,Petrol,21.4,1197.0,83.1,5.0
2630,Ford EcoSport 1.5,2015,775000,30000,Petrol,15.63,1499.0,110.4,5.0
2631,BMW 7 Series,2007,750000,60000,Diesel,14.49,2993.0,258.0,5.0
2632,Chevrolet Spark 1.0,2010,140000,100000,Petrol,18.0,995.0,62.0,5.0
2633,Maruti Alto 800,2016,220000,40000,Petrol,22.74,796.0,47.3,5.0
2634,Hyundai Santro Xing,2013,184000,15000,Petrol,0.0,1086.0,62.1,5.0
2635,Hyundai i20 2015-2017,2017,440000,50000,Petrol,18.6,1197.0,81.83,5.0
2636,Hyundai i20 Active,2017,650000,80000,Diesel,21.19,1396.0,88.73,5.0
2637,Mahindra TUV 300,2017,660000,50000,Diesel,18.49,1493.0,100.0,7.0
2638,Maruti Eeco CNG,2017,380000,30000,CNG,21.94,1196.0,61.7,5.0
2639,Toyota Corolla Altis,2012,415000,125000,Diesel,21.43,1364.0,87.2,5.0
2640,Hyundai i10 Magna,2012,225000,110000,Petrol,19.81,1086.0,68.05,5.0
2641,Maruti Ertiga VDI,2013,600000,30000,Diesel,20.77,1248.0,88.76,7.0
2642,Maruti Ertiga ZDI,2014,620000,148000,Diesel,20.77,1248.0,88.8,7.0
2643,Mahindra TUV 300,2016,750000,35000,Diesel,18.49,1493.0,100.0,7.0
2644,Hyundai Grand i10,2016,400000,80000,Petrol,18.9,1197.0,82.0,5.0
2645,Maruti Wagon R,2005,110000,110000,Petrol,18.9,998.0,67.1,5.0
2646,Tata Indica Vista,2012,119000,95000,Diesel,19.4,1405.0,70.0,5.0
2647,Honda Amaze S,2015,600000,25000,Diesel,25.8,1498.0,98.6,5.0
2648,Maruti Zen Estilo,2011,200000,80000,CNG,26.3,998.0,67.1,5.0
2649,Tata Zest Quadrajet,2014,280000,60000,Diesel,23.0,1248.0,88.7,5.0
2650,Skoda Rapid 1.6,2013,375000,100000,Petrol,15.0,1598.0,105.0,5.0
2651,Datsun GO Plus,2016,350000,50000,Petrol,19.44,1198.0,67.0,7.0
2652,Hyundai Xcent 1.2,2017,620000,31000,Diesel,25.4,1186.0,73.97,5.0
2653,Maruti Swift Dzire,2017,570000,120000,Diesel,26.59,1248.0,74.0,5.0
2654,Maruti Swift Dzire,2012,290000,105000,Diesel,19.3,1248.0,73.9,5.0
2655,Maruti Ertiga SHVS,2016,711000,120000,Diesel,24.52,1248.0,88.5,7.0
2656,Maruti Swift VDI,2012,370000,60000,Diesel,22.9,1248.0,74.0,5.0
2657,Maruti Dzire LXI,2020,550000,15000,Petrol,23.26,1197.0,88.5,5.0
2658,Maruti Swift VXI,2013,325000,150000,Petrol,18.6,1197.0,85.8,5.0
2659,Honda Amaze VX,2018,670000,93000,Diesel,27.4,1498.0,98.63,5.0
2660,Hyundai i10 Magna,2017,385000,42000,Petrol,19.81,1086.0,68.05,5.0
2661,Hyundai Santro Xing,2008,114999,80000,Petrol,17.92,1086.0,62.1,5.0
2662,Hyundai Santro Xing,2010,200000,90000,Petrol,17.92,1086.0,62.1,5.0
2663,Maruti Vitara Brezza,2019,860000,6500,Diesel,24.3,1248.0,88.5,5.0
2664,Maruti Baleno Delta,2018,600000,60000,Diesel,27.39,1248.0,74.0,5.0
2665,Maruti Alto K10,2016,265000,110000,Petrol,23.95,998.0,67.05,5.0
2666,Tata Indica V2,2015,155000,60000,CNG,23.7,1193.0,55.23,5.0
2667,Maruti S-Cross 2017-2020,2019,900000,60000,Diesel,25.1,1248.0,88.5,5.0
2668,Maruti Ertiga VDI,2013,650000,170000,Diesel,20.77,1248.0,88.76,7.0
2669,Maruti 800 EX,2004,70000,220000,Petrol,16.1,796.0,37.0,4.0
2670,Maruti Alto 800,2012,180000,80000,Petrol,22.74,796.0,47.3,5.0
2671,Hyundai EON Magna,2013,200000,57000,Petrol,21.1,814.0,55.2,5.0
2672,Hyundai i10 Magna,2014,300000,100000,Petrol,19.81,1086.0,68.05,5.0
2673,Hyundai Verna 1.6,2015,650000,40000,Petrol,17.01,1591.0,121.3,5.0
2674,Maruti Alto 800,2014,267000,40000,Petrol,22.74,796.0,47.3,5.0
2675,Maruti Wagon R,2018,450000,50000,CNG,26.6,998.0,58.16,5.0
2676,Hyundai Grand i10,2014,400000,90000,Petrol,18.9,1197.0,82.0,5.0
2677,Mahindra Xylo D4,2012,310000,86000,Diesel,14.0,2498.0,112.0,8.0
2678,Tata Nano Cx,2009,70000,15000,Petrol,26.0,624.0,35.0,4.0
2679,Mahindra Bolero 2011-2019,2017,675000,70000,Diesel,15.96,2523.0,62.1,7.0
2680,Ford Classic 1.6,2013,350000,120000,Petrol,14.09,1596.0,99.6,5.0
2681,Maruti Alto K10,2014,240000,80000,Petrol,23.95,998.0,67.05,5.0
2682,Tata Indigo CS,2014,185000,80000,Diesel,19.09,1405.0,69.01,5.0
2683,Hyundai EON Era,2017,250000,50000,Petrol,21.1,814.0,55.2,5.0
2684,Maruti Alto LXi,2009,135000,100000,Petrol,19.7,796.0,46.3,5.0
2685,Hyundai Verna 1.6,2011,500000,80000,Diesel,22.32,1582.0,126.32,5.0
2686,Tata New Safari,2010,300000,108957,Diesel,13.93,2179.0,138.0,7.0
2687,Tata Tiago 1.2,2017,328000,68000,Petrol,23.84,1199.0,84.0,5.0
2688,Mahindra Bolero 2011-2019,2015,509999,65000,Diesel,15.96,2523.0,62.1,7.0
2689,Mahindra Xylo H9,2015,575000,110000,Diesel,14.02,2179.0,118.3,8.0
2690,Mahindra Xylo E8,2012,700000,50000,Diesel,12.2,2498.0,112.0,8.0
2691,Maruti Wagon R,2008,105000,100000,Petrol,18.9,1061.0,67.0,5.0
2692,Maruti 800 AC,2008,60000,80000,Petrol,16.1,796.0,37.0,4.0
2693,Maruti Alto LXi,2008,112999,80000,Petrol,19.7,796.0,46.3,5.0
2694,Tata Indica Vista,2015,229999,120000,Diesel,19.1,1405.0,70.0,5.0
2695,Ford Figo Diesel,2012,325000,150000,Diesel,20.0,1399.0,68.0,5.0
2696,Hyundai i20 1.2,2017,650000,20000,Petrol,18.6,1197.0,81.83,5.0
2697,Tata Indigo LX,2009,85000,80000,Diesel,17.0,1405.0,70.0,5.0
2698,Honda Mobilio RS,2015,570000,93000,Diesel,24.5,1498.0,98.6,7.0
2699,Maruti Swift VDI,2015,525000,134000,Diesel,25.2,1248.0,74.0,5.0
2700,Hyundai i20 Magna,2013,350000,90000,Petrol,18.5,1197.0,82.85,5.0
2701,Maruti Swift VXI,2007,250000,60000,Petrol,16.6,1197.0,85.0,5.0
2702,Mahindra Xylo D2,2010,300000,120000,Diesel,14.0,2489.0,95.0,8.0
2703,Jeep Compass 2.0,2017,1325000,30000,Diesel,17.1,1956.0,170.0,5.0
2704,Hyundai i20 2015-2017,2017,650000,22200,Diesel,22.54,1396.0,88.73,5.0
2705,Hyundai Grand i10,2018,520000,6000,Petrol,18.9,1197.0,81.86,5.0
2706,Maruti Swift VXI,2016,500000,32000,Petrol,20.4,1197.0,81.8,5.0
2707,Renault KWID RXL,2016,220000,90000,Petrol,25.17,799.0,53.3,5.0
2708,Maruti Ciaz 1.3,2017,650000,78000,Diesel,28.09,1248.0,88.5,5.0
2709,Honda WR-V i-VTEC,2017,819999,12000,Petrol,17.5,1199.0,88.7,5.0
2710,Renault Duster 85PS,2016,645000,120000,Diesel,19.87,1461.0,83.8,5.0
2711,Maruti Ertiga SHVS,2015,780000,40000,Diesel,24.52,1248.0,88.5,7.0
2712,Honda City 2017-2020,2008,215000,110000,Petrol,17.7,1497.0,78.0,5.0
2713,Toyota Innova 2.5,2007,600000,260000,Diesel,12.8,2494.0,102.0,7.0
2714,Maruti Alto LX,2011,114999,10000,Petrol,19.7,796.0,46.3,5.0
2715,Tata Indica V2,2012,75000,12000,Petrol,16.84,1193.0,64.4,5.0
2716,Chevrolet Beat LT,2011,120000,60000,Petrol,18.6,1199.0,79.4,5.0
2717,Renault KWID RXT,2016,250000,41000,Petrol,25.17,799.0,53.3,5.0
2718,Maruti Omni E,2018,200000,25000,Petrol,16.8,796.0,34.2,8.0
2719,Hyundai Xcent 1.2,2015,380000,30000,Petrol,19.1,1197.0,82.0,5.0
2720,Honda Amaze S,2018,560000,50000,Diesel,25.8,1498.0,98.6,5.0
2721,Maruti Ignis 1.2,2018,575000,10000,Petrol,20.89,1197.0,81.8,5.0
2722,Mahindra Bolero Power,2017,620000,40000,Diesel,16.5,1493.0,70.0,7.0
2723,Mahindra Scorpio VLX,2012,525000,120000,Diesel,12.05,2179.0,120.0,8.0
2724,Maruti Swift Dzire,2017,635000,40000,Diesel,26.59,1248.0,74.0,5.0
2725,Renault Duster Adventure,2016,650000,80000,Diesel,19.72,1461.0,108.45,5.0
2726,Maruti 800 Std,2001,39000,42108,Petrol,16.1,796.0,37.0,4.0
2727,Ford Figo Aspire,2017,550000,70000,Diesel,25.83,1498.0,99.0,5.0
